step,time,kinetic,potential,total,temperature
1799,8.99500000000000099e0,8.83029873607063962e1,-1.94200849202376105e2,-1.05897861841669709e2,8.91949367279862626e-1
1800,9.00000000000000000e0,8.83897883899965962e1,-1.94266679562055657e2,-1.05876891172059061e2,8.92826145353501022e-1
1801,9.00500000000000078e0,8.87143043108388554e1,-1.94566902280066472e2,-1.05852597969227617e2,8.96104083947867225e-1
1802,9.00999999999999979e0,8.96303652328361551e1,-1.95468490812792425e2,-1.05838125579956269e2,9.05357224574102615e-1
1803,9.01500000000000057e0,9.13301587621862154e1,-1.97175737564330234e2,-1.05845578802144018e2,9.22526856183699118e-1
1804,9.01999999999999957e0,9.36877116312406883e1,-1.99561037053913907e2,-1.05873325422673219e2,9.46340521527683776e-1
1805,9.02500000000000036e0,9.62818535409707437e1,-2.02188812094176029e2,-1.05906958553205286e2,9.72543975161320629e-1
1806,9.02999999999999936e0,9.85880078586072841e1,-2.04520984948466321e2,-1.05932977089859037e2,9.95838463218255421e-1
1807,9.03500000000000014e0,1.00179608714489660e2,-2.06125386162800652e2,-1.05945777448310992e2,1.01191523954029949e0
1808,9.04000000000000092e0,1.00827818323139184e2,-2.06773758298177682e2,-1.05945939975038499e2,1.01846281134484018e0
1809,9.04499999999999993e0,1.00515273687395378e2,-2.06449693156423081e2,-1.05934419469027702e2,1.01530579482217553e0
1810,9.05000000000000071e0,9.94129204401716180e1,-2.05327952890505316e2,-1.05915032450333698e2,1.00417091353708710e0
1811,9.05499999999999972e0,9.78127252623181107e1,-2.03708366870288359e2,-1.05895641607970248e2,9.88007325882001131e-1
1812,9.06000000000000050e0,9.60093836211400316e1,-2.01894332844121521e2,-1.05884949222981490e2,9.69791753748889263e-1
1813,9.06499999999999950e0,9.41865678698613920e1,-2.00070847550424958e2,-1.05884279680563566e2,9.51379473432943379e-1
1814,9.07000000000000028e0,9.23914134042529298e1,-1.98278810225856802e2,-1.05887396821603872e2,9.33246600042958896e-1
1815,9.07500000000000107e0,9.06082014475550039e1,-1.96496163035330653e2,-1.05887961587775649e2,9.15234358056111197e-1
1816,9.08000000000000007e0,8.88585079809826652e1,-1.94739696392316603e2,-1.05881188411333937e2,8.97560686676592612e-1
1817,9.08500000000000085e0,8.72540818597428398e1,-1.93122964047853344e2,-1.05868882188110504e2,8.81354362219624599e-1
1818,9.08999999999999986e0,8.59888245462569358e1,-1.91843404240272406e2,-1.05854579694015470e2,8.68573985315726604e-1
1819,9.09500000000000064e0,8.52794894989739305e1,-1.91124084483872736e2,-1.05844594984898805e2,8.61408984838120562e-1
1820,9.09999999999999964e0,8.52649116738598991e1,-1.91110498274087291e2,-1.05845586600227392e2,8.61261734079392882e-1
1821,9.10500000000000043e0,8.59152703371447899e1,-1.91774165463563037e2,-1.05858895126418247e2,8.67831013506513038e-1
1822,9.10999999999999943e0,8.70282250741553014e1,-1.92904409695012987e2,-1.05876184620857686e2,8.79072980547023208e-1
1823,9.11500000000000021e0,8.83340530299671229e1,-1.94222103948376230e2,-1.05888050918409107e2,8.92263161918859793e-1
1824,9.12000000000000099e0,8.96245899274038322e1,-1.95515408709499837e2,-1.05890818782096005e2,9.05298888155594228e-1
1825,9.12500000000000000e0,9.08110374444138415e1,-1.96698186677514656e2,-1.05887149233100814e2,9.17283206509230675e-1
1826,9.13000000000000078e0,9.18986488747697621e1,-1.97780538808353299e2,-1.05881889933583537e2,9.28269180553229933e-1
1827,9.13499999999999979e0,9.29245854013568362e1,-1.98803383955029346e2,-1.05878798553672510e2,9.38632175771281219e-1
1828,9.14000000000000057e0,9.39082989515376454e1,-1.99786640119977164e2,-1.05878341168439519e2,9.48568676278157996e-1
1829,9.14499999999999957e0,9.48352528526879439e1,-2.00714893864118864e2,-1.05879641011430920e2,9.57931846996847969e-1
1830,9.15000000000000036e0,9.56717618725961074e1,-2.01552513923264769e2,-1.05880752050668661e2,9.66381433056526351e-1
1831,9.15499999999999936e0,9.63903047226837373e1,-2.02270884435883488e2,-1.05880579713199751e2,9.73639441643270098e-1
1832,9.16000000000000014e0,9.69831164434980622e1,-2.02862529898271447e2,-1.05879413454773385e2,9.79627438823212793e-1
1833,9.16500000000000092e0,9.74585476672835682e1,-2.03337382291608577e2,-1.05878834624325009e2,9.84429774417005743e-1
1834,9.16999999999999993e0,9.78211586754521534e1,-2.03700848233594655e2,-1.05879689558142502e2,9.88092511873254087e-1
1835,9.17500000000000071e0,9.80551949222233930e1,-2.03936894385756034e2,-1.05881699463532641e2,9.90456514365892882e-1
1836,9.17999999999999972e0,9.81251224226845835e1,-2.04009713013439608e2,-1.05884590590755025e2,9.91162852754389756e-1
1837,9.18500000000000050e0,9.79866003484297039e1,-2.03873991937807261e2,-1.05887391589377557e2,9.89763639883128321e-1
1838,9.18999999999999950e0,9.75977084176794563e1,-2.03487723571684427e2,-1.05890015154004971e2,9.85835438562418731e-1
1839,9.19500000000000028e0,9.69269117862356211e1,-2.02818815223934450e2,-1.05891903437698829e2,9.79059715012481013e-1
1840,9.20000000000000107e0,9.59630272209561070e1,-2.01854457070329460e2,-1.05891429849373353e2,9.69323507282384922e-1
1841,9.20500000000000007e0,9.47290304577909552e1,-2.00617671166367728e2,-1.05888640708576773e2,9.56858893513039988e-1
1842,9.21000000000000085e0,9.32878364500152912e1,-1.99173122497143027e2,-1.05885286047127735e2,9.42301378282982771e-1
1843,9.21499999999999986e0,9.17244171185783586e1,-1.97607409498584730e2,-1.05882992380006371e2,9.26509263824023876e-1
1844,9.22000000000000064e0,9.01143463127939270e1,-1.95997947954351986e2,-1.05883601641558059e2,9.10245922351453851e-1
1845,9.22499999999999964e0,8.85039363201133256e1,-1.94389681252515118e2,-1.05885744932401792e2,8.93979154748619442e-1
1846,9.23000000000000043e0,8.69268522850486818e1,-1.92811582774279174e2,-1.05884730489230492e2,8.78049012980289700e-1
1847,9.23499999999999943e0,8.54606372814420894e1,-1.91336863197391807e2,-1.05876225915949718e2,8.63238760418606921e-1
1848,9.24000000000000021e0,8.42902430844309549e1,-1.90148394138474629e2,-1.05858151054043674e2,8.51416596812433868e-1
1849,9.24500000000000099e0,8.37187892118129895e1,-1.89555002787037324e2,-1.05836213575224335e2,8.45644335472858444e-1
1850,9.25000000000000000e0,8.40685635749173628e1,-1.89893253709103703e2,-1.05824690134186341e2,8.49177409847650111e-1
1851,9.25500000000000078e0,8.54904461478366926e1,-1.91325817213045383e2,-1.05835371065208690e2,8.63539860079158506e-1
1852,9.25999999999999979e0,8.78154519530831834e1,-1.93680127161814426e2,-1.05864675208731242e2,8.87024767202860387e-1
1853,9.26500000000000057e0,9.06004260439364799e1,-1.96497123622261455e2,-1.05896697578324975e2,9.15155818625621009e-1
1854,9.26999999999999957e0,9.33390760527053089e1,-1.99256677832076832e2,-1.05917601779371523e2,9.42818950027326408e-1
1855,9.27500000000000036e0,9.56589710672203495e1,-2.01583613614010460e2,-1.05924642546790110e2,9.66252233002225736e-1
1856,9.27999999999999936e0,9.73845816900483641e1,-2.03306722350071482e2,-1.05922140660023118e2,9.83682643333821827e-1
1857,9.28500000000000014e0,9.84931516890495260e1,-2.04408636879790862e2,-1.05915485190741336e2,9.94880320091409365e-1
1858,9.29000000000000092e0,9.90412283470957675e1,-2.04949949752791753e2,-1.05908721405695985e2,1.00041644795046225e0
1859,9.29499999999999993e0,9.91100480795960550e1,-2.05012737990021037e2,-1.05902689910424982e2,1.00111159676359662e0
1860,9.30000000000000071e0,9.87804805825488046e1,-2.04679399116801648e2,-1.05898918534252843e2,9.97782632146957615e-1
1861,9.30499999999999972e0,9.81225866494017112e1,-2.04019432463984856e2,-1.05896845814583145e2,9.91137238882845550e-1
1862,9.31000000000000050e0,9.71933061511804368e1,-2.03089464587332145e2,-1.05896158436151708e2,9.81750567183640732e-1
1863,9.31499999999999950e0,9.60507699494348799e1,-2.01944188847097820e2,-1.05893418897662940e2,9.70209797469039237e-1
1864,9.32000000000000028e0,9.48037282482797110e1,-2.00686228419799050e2,-1.05882500171519339e2,9.57613416649290006e-1
1865,9.32500000000000107e0,9.36912830861063952e1,-1.99549930617376191e2,-1.05858647531269796e2,9.46376596829357486e-1
1866,9.33000000000000007e0,9.31105822885801899e1,-1.98941650905825156e2,-1.05831068617244966e2,9.40510932207880734e-1
1867,9.33500000000000085e0,9.34615693112503436e1,-1.99284507059011730e2,-1.05822937747761387e2,9.44056255669195377e-1
1868,9.33999999999999986e0,9.48471002027484360e1,-2.00693294801882473e2,-1.05846194599134037e2,9.58051517199479119e-1
1869,9.34500000000000064e0,9.69345403802700645e1,-2.02817809076346634e2,-1.05883268696076570e2,9.79136771517879478e-1
1870,9.34999999999999964e0,9.91691665736406947e1,-2.05078644493548097e2,-1.05909477919907403e2,1.00170875326909803e0
1871,9.35500000000000043e0,1.01104403172893683e2,-2.07021409300189873e2,-1.05917006127296190e2,1.02125659770599686e0
1872,9.35999999999999943e0,1.02546752475653477e2,-2.08458600952671105e2,-1.05911848477017628e2,1.03582578258235825e0
1873,9.36500000000000021e0,1.03506028606824145e2,-2.09407599546099874e2,-1.05901570939275729e2,1.04551544047297118e0
1874,9.37000000000000099e0,1.04096489761132958e2,-2.09986961007350118e2,-1.05890471246217160e2,1.05147969455689849e0
1875,9.37500000000000000e0,1.04475425458656517e2,-2.10353701668925765e2,-1.05878276210269249e2,1.05530732786521741e0
1876,9.38000000000000078e0,1.04820247439740953e2,-2.10686577727708141e2,-1.05866330287967187e2,1.05879037817920163e0
1877,9.38499999999999979e0,1.05301241809657014e2,-2.11159914988284214e2,-1.05858673178627200e2,1.06364890716825267e0
1878,9.39000000000000057e0,1.06016317961016071e2,-2.11877194986564291e2,-1.05860877025548220e2,1.07087189859612186e0
1879,9.39499999999999957e0,1.06919316491411351e2,-2.12792856155538686e2,-1.05873539664127335e2,1.07999309587284187e0
1880,9.40000000000000036e0,1.07814135269962364e2,-2.13705119206695173e2,-1.05890983936732809e2,1.08903166939355933e0
1881,9.40499999999999936e0,1.08439432455068967e2,-2.14343945320579763e2,-1.05904512865510796e2,1.09534780257645425e0
1882,9.41000000000000014e0,1.08581710070456538e2,-2.14491296479988392e2,-1.05909586409531855e2,1.09678495020663180e0
1883,9.41500000000000092e0,1.08146855970305538e2,-2.14053180493809123e2,-1.05906324523503585e2,1.09239248454854088e0
1884,9.41999999999999993e0,1.07170979224079673e2,-2.13068327484595784e2,-1.05897348260516111e2,1.08253514367757253e0
1885,9.42500000000000071e0,1.05786659895472113e2,-2.11672352643818357e2,-1.05885692748346244e2,1.06855212015628398e0
1886,9.42999999999999972e0,1.04172250716668202e2,-2.10047650936737114e2,-1.05875400220068911e2,1.05224495673402219e0
1887,9.43500000000000050e0,1.02500220748674664e2,-2.08368357863819995e2,-1.05868137115145331e2,1.03535576513812799e0
1888,9.43999999999999950e0,1.00898427469104050e2,-2.06763678781628187e2,-1.05865251312524137e2,1.01917603504145515e0
1889,9.44500000000000028e0,9.94374912011879530e1,-2.05303067599864448e2,-1.05865576398676495e2,1.00441910304230264e0
1890,9.45000000000000107e0,9.81413443765816282e1,-2.04008521375713258e2,-1.05867176999131630e2,9.91326710874561923e-1
1891,9.45500000000000007e0,9.70173856197835960e1,-2.02884576879350249e2,-1.05867191259566653e2,9.79973592119026238e-1
1892,9.46000000000000085e0,9.60853811108324010e1,-2.01950817826448571e2,-1.05865436715616170e2,9.70559405159923227e-1
1893,9.46499999999999986e0,9.53821829771899559e1,-2.01245683651310259e2,-1.05863500674120303e2,9.63456393708989500e-1
1894,9.47000000000000064e0,9.49407309184054498e1,-2.00804423344364949e2,-1.05863692425959499e2,9.58997282004095397e-1
1895,9.47499999999999964e0,9.47561216233316088e1,-2.00623975274948180e2,-1.05867853651616571e2,9.57132541649814206e-1
1896,9.48000000000000043e0,9.47690604512779657e1,-2.00643438660775416e2,-1.05874378209497451e2,9.57263236881595647e-1
1897,9.48499999999999943e0,9.48834101538480610e1,-2.00763716074135687e2,-1.05880305920287626e2,9.58418284382303698e-1
1898,9.49000000000000021e0,9.50021490895793335e1,-2.00886289767587385e2,-1.05884140678008052e2,9.59617667571508459e-1
1899,9.49500000000000099e0,9.50612639690277632e1,-2.00945879025990394e2,-1.05884615056962630e2,9.60214787565937034e-1
1900,9.50000000000000000e0,9.50465484649016616e1,-2.00928768292119287e2,-1.05882219827217625e2,9.60066146110117757e-1
1901,9.50500000000000078e0,9.49891324251722580e1,-2.00867420600960230e2,-1.05878288175787972e2,9.59486186112851080e-1
1902,9.50999999999999979e0,9.49464548090241180e1,-2.00820527324464848e2,-1.05874072515440730e2,9.59055099081051687e-1
1903,9.51500000000000057e0,9.49822888145313442e1,-2.00852626341290517e2,-1.05870337526759172e2,9.59417058732639827e-1
1904,9.51999999999999957e0,9.51542950992784711e1,-2.01022104303692146e2,-1.05867809204413675e2,9.61154495952307841e-1
1905,9.52500000000000036e0,9.55050414690809788e1,-2.01371494899998822e2,-1.05866453430917844e2,9.64697388576575499e-1
1906,9.52999999999999936e0,9.60496561984191288e1,-2.01917643602823802e2,-1.05867987404404673e2,9.70198547458779093e-1
1907,9.53500000000000014e0,9.67585146050773801e1,-2.02631608028982612e2,-1.05873093423905232e2,9.77358733384619982e-1
1908,9.54000000000000092e0,9.75505898244815910e1,-2.03430491545147760e2,-1.05879901720666169e2,9.85359493176581780e-1
1909,9.54499999999999993e0,9.83152003870844027e1,-2.04201299856774227e2,-1.05886099469689825e2,9.93082832192771714e-1
1910,9.55000000000000071e0,9.89493806029499297e1,-2.04838498045156371e2,-1.05889117442206441e2,9.99488692959090153e-1
1911,9.55499999999999972e0,9.93851128956490868e1,-2.05275076494187289e2,-1.05889963598538202e2,1.00389002924898074e0
1912,9.56000000000000050e0,9.95966013246077750e1,-2.05485745278631555e2,-1.05889143954023780e2,1.00602627600613914e0
1913,9.56499999999999950e0,9.95907725751664117e1,-2.05478425683579673e2,-1.05887653108413261e2,1.00596739974915561e0
1914,9.57000000000000028e0,9.93911154967841100e1,-2.05276788118178615e2,-1.05885672621394505e2,1.00395066158367796e0
1915,9.57500000000000107e0,9.90311991767534749e1,-2.04914206947863136e2,-1.05883007771109661e2,1.00031514319953008e0
1916,9.58000000000000007e0,9.85613970730627926e1,-2.04439861750942669e2,-1.05878464677879876e2,9.95569667404674674e-1
1917,9.58500000000000085e0,9.80575447318847040e1,-2.03929990749933836e2,-1.05872446018049132e2,9.90480249817017211e-1
1918,9.58999999999999986e0,9.76176603271626817e1,-2.03484236365340450e2,-1.05866576038177769e2,9.86036973001643280e-1
1919,9.59500000000000064e0,9.73355681129820169e1,-2.03198667632371127e2,-1.05863099519389110e2,9.83187556696788034e-1
1920,9.59999999999999964e0,9.72587661663445573e1,-2.03124052992650348e2,-1.05865286826305791e2,9.82411779458025824e-1
1921,9.60500000000000043e0,9.73555071496676732e1,-2.03228758065209036e2,-1.05873250915541362e2,9.83388961107754311e-1
1922,9.60999999999999943e0,9.75162050289311253e1,-2.03399879037193273e2,-1.05883674008262147e2,9.85012172009405274e-1
1923,9.61500000000000021e0,9.75950911610600258e1,-2.03487179784297950e2,-1.05892088623237925e2,9.85809001626868908e-1
1924,9.62000000000000099e0,9.74741410246698763e1,-2.03369043294391304e2,-1.05894902269721428e2,9.84587283077473452e-1
1925,9.62500000000000000e0,9.71162309548605407e1,-2.03007859480560825e2,-1.05891628525700284e2,9.80972029847076210e-1
1926,9.63000000000000078e0,9.65743594966450303e1,-2.02459263537781453e2,-1.05884904041136423e2,9.75498580774192270e-1
1927,9.63499999999999979e0,9.59476793292596284e1,-2.01827813704786564e2,-1.05880134375526936e2,9.69168478073329620e-1
1928,9.64000000000000057e0,9.53129463488828179e1,-2.01193712376427243e2,-1.05880766027544425e2,9.62757033827099207e-1
1929,9.64499999999999957e0,9.46812550089985905e1,-2.00566087365043956e2,-1.05884832356045365e2,9.56376313222207952e-1
1930,9.65000000000000036e0,9.40140984703808158e1,-1.99902419004764340e2,-1.05888320534383524e2,9.49637358286674949e-1
1931,9.65499999999999936e0,9.32837362766904050e1,-1.99171286359233733e2,-1.05887550082543328e2,9.42259962390812222e-1
1932,9.66000000000000014e0,9.25244021781169295e1,-1.98406428156611440e2,-1.05882025978494511e2,9.34589920991080070e-1
1933,9.66500000000000092e0,9.18324398736387764e1,-1.97707858236531536e2,-1.05875418362892759e2,9.27600402764027998e-1
1934,9.66999999999999993e0,9.13202793081112816e1,-1.97191478680120184e2,-1.05871199372008903e2,9.22427063718295748e-1
1935,9.67500000000000071e0,9.10678115813578728e1,-1.96937880253421667e2,-1.05870068672063795e2,9.19876884660180583e-1
1936,9.67999999999999972e0,9.11111418745383759e1,-1.96980615634594244e2,-1.05869473760055868e2,9.20314564389276502e-1
1937,9.68500000000000050e0,9.14630540897765059e1,-1.97332075163973741e2,-1.05869021074197235e2,9.23869233230065756e-1
1938,9.68999999999999950e0,9.21284652063154255e1,-1.97997885319953866e2,-1.05869420113638441e2,9.30590557639549787e-1
1939,9.69500000000000028e0,9.30850662214725304e1,-1.98959143491040237e2,-1.05874077269567707e2,9.40253194156288163e-1
1940,9.70000000000000107e0,9.42494792446617851e1,-2.00132624627907518e2,-1.05883145383245733e2,9.52014941865270581e-1
1941,9.70500000000000007e0,9.54776106772229127e1,-2.01370823853520136e2,-1.05893213176297223e2,9.64420309870938519e-1
1942,9.71000000000000085e0,9.66071266374479478e1,-2.02507706609274521e2,-1.05900579971826573e2,9.75829561994423722e-1
1943,9.71499999999999986e0,9.75143281585991559e1,-2.03416662418736621e2,-1.05902334260137465e2,9.84993213723223793e-1
1944,9.72000000000000064e0,9.81531159745285180e1,-2.04051642060883836e2,-1.05898526086355318e2,9.91445615904328448e-1
1945,9.72499999999999964e0,9.85633146113315632e1,-2.04454032957212178e2,-1.05890718345880614e2,9.95589036478096601e-1
1946,9.73000000000000043e0,9.88492579176256356e1,-2.04730718529707019e2,-1.05881460612081383e2,9.98477352703289300e-1
1947,9.73499999999999943e0,9.91380693425916633e1,-2.05012044738596558e2,-1.05873975396004894e2,1.00139463982415822e0
1948,9.74000000000000021e0,9.95340344131739130e1,-2.05404303160043668e2,-1.05870268746869755e2,1.00539428700175670e0
1949,9.74500000000000099e0,1.00090960126061901e2,-2.05960818843146257e2,-1.05869858717084355e2,1.01101979925315044e0
1950,9.75000000000000000e0,1.00813880238807357e2,-2.06684986769416781e2,-1.05871106530609424e2,1.01832202261421578e0
1951,9.75500000000000078e0,1.01685269482307604e2,-2.07557152630095999e2,-1.05871883147788395e2,1.02712393416472336e0
1952,9.75999999999999979e0,1.02689887390675437e2,-2.08561988653792781e2,-1.05872101263117344e2,1.03727158980480239e0
1953,9.76500000000000057e0,1.03815205575327724e2,-2.09688738690428835e2,-1.05873533115101111e2,1.04863844015482544e0
1954,9.76999999999999957e0,1.05037276101979913e2,-2.10913804645978729e2,-1.05876528543998816e2,1.06098258688868596e0
1955,9.77500000000000036e0,1.06306669700322516e2,-2.12187279050937121e2,-1.05880609350614606e2,1.07380474444770213e0
1956,9.77999999999999936e0,1.07556349990948760e2,-2.13440769459820302e2,-1.05884419468871542e2,1.08642777768635113e0
1957,9.78500000000000014e0,1.08724320709681649e2,-2.14610696910834776e2,-1.05886376201153126e2,1.09822546171395596e0
1958,9.79000000000000092e0,1.09763697943203809e2,-2.15651068892137857e2,-1.05887370948934048e2,1.10872422164852336e0
1959,9.79499999999999993e0,1.10637267709669658e2,-2.16525813557618363e2,-1.05888545847948706e2,1.11754815868353186e0
1960,9.80000000000000071e0,1.11307917079603143e2,-2.17198063147066165e2,-1.05890146067463021e2,1.12432239474346618e0
1961,9.80499999999999972e0,1.11740038779282102e2,-2.17630038333442485e2,-1.05889999554160383e2,1.12868726039678902e0
1962,9.81000000000000050e0,1.11911927410423630e2,-2.17800329886580982e2,-1.05888402476157353e2,1.13042350919619827e0
1963,9.81499999999999950e0,1.11824667144841371e2,-2.17710556240103870e2,-1.05885889095262499e2,1.12954209237213510e0
1964,9.82000000000000028e0,1.11492498120632547e2,-2.17376933877532821e2,-1.05884435756900274e2,1.12618684970335914e0
1965,9.82500000000000107e0,1.10927366705963777e2,-2.16811449911818841e2,-1.05884083205855063e2,1.12047845157539161e0
1966,9.83000000000000007e0,1.10130010859618736e2,-2.16015085598485740e2,-1.05885074738867004e2,1.11242435211736090e0
1967,9.83500000000000085e0,1.09091735276807370e2,-2.14978193502883755e2,-1.05886458226076385e2,1.10193671996775122e0
1968,9.83999999999999986e0,1.07807861419816163e2,-2.13694485197224566e2,-1.05886623777408403e2,1.08896829716986021e0
1969,9.84500000000000064e0,1.06296713807350841e2,-2.12181178942542942e2,-1.05884465135192102e2,1.07370417987223066e0
1970,9.84999999999999964e0,1.04621252137635395e2,-2.10499305826970414e2,-1.05878053689335019e2,1.05678032462257976e0
1971,9.85500000000000043e0,1.02910868847563364e2,-2.08777308916108353e2,-1.05866440068544989e2,1.03950372573296335e0
1972,9.85999999999999943e0,1.01372228482361393e2,-2.07222782853694810e2,-1.05850554371333416e2,1.02396190386223629e0
1973,9.86500000000000021e0,1.00267253043489390e2,-2.06101937645127151e2,-1.05834684601637761e2,1.01280053579282203e0
1974,9.87000000000000099e0,9.98432371366389901e1,-2.05669496612307682e2,-1.05826259475668692e2,1.00851754683473738e0
1975,9.87500000000000000e0,1.00228031122250314e2,-2.06058747166830642e2,-1.05830716044580328e2,1.01240435477020529e0
1976,9.88000000000000078e0,1.01355569770513810e2,-2.07202552868125991e2,-1.05846983097612181e2,1.02379363404559398e0
1977,9.88499999999999979e0,1.02981479887384268e2,-2.08849087968838177e2,-1.05867608081453909e2,1.04021696855943713e0
1978,9.89000000000000057e0,1.04783879218865309e2,-2.10668841150822942e2,-1.05884961931957633e2,1.05842302241278086e0
1979,9.89499999999999957e0,1.06473382943672647e2,-2.12369082721680599e2,-1.05895699778007952e2,1.07548871660275402e0
1980,9.90000000000000036e0,1.07845829481396791e2,-2.13747310648981397e2,-1.05901481167584606e2,1.08935181294340189e0
1981,9.90499999999999936e0,1.08781070503322809e2,-2.14685235497153172e2,-1.05904164993830364e2,1.09879869195275570e0
1982,9.91000000000000014e0,1.09217496463614367e2,-2.15122618245027951e2,-1.05905121781413584e2,1.10320703498600370e0
1983,9.91500000000000092e0,1.09127039759021898e2,-2.15032940666296497e2,-1.05905900907274599e2,1.10229333089921111e0
1984,9.91999999999999993e0,1.08503808038934508e2,-2.14409435365814431e2,-1.05905627326879923e2,1.09599806099933850e0
1985,9.92500000000000071e0,1.07369951414347540e2,-2.13273662982404232e2,-1.05903711568056693e2,1.08454496378128828e0
1986,9.92999999999999972e0,1.05788351436020548e2,-2.11686906130344340e2,-1.05898554694323792e2,1.06856920642445008e0
1987,9.93500000000000050e0,1.03875653866408953e2,-2.09765440596021733e2,-1.05889786729612780e2,1.04924902895362582e0
1988,9.93999999999999950e0,1.01808248148948707e2,-2.07685895759094592e2,-1.05877647610145885e2,1.02836614291867390e0
1989,9.94500000000000028e0,9.98101378281558596e1,-2.05674124175649467e2,-1.05863986347493608e2,1.00818321038541270e0
1990,9.95000000000000107e0,9.81166506908947866e1,-2.03969145319513984e2,-1.05852494628619198e2,9.91077279706007896e-1
1991,9.95500000000000007e0,9.69245003439432793e1,-2.02771381237285084e2,-1.05846880893341805e2,9.79035357009528040e-1
1992,9.96000000000000085e0,9.63391709711680733e1,-2.02187936566560325e2,-1.05848765595392251e2,9.73122939102707862e-1
1993,9.96499999999999986e0,9.63431432949442268e1,-2.02200712734747526e2,-1.05857569439803299e2,9.73163063585295252e-1
1994,9.97000000000000064e0,9.68039688709892658e1,-2.02674980619681804e2,-1.05871011748692538e2,9.77817867383729999e-1
1995,9.97499999999999964e0,9.75207884887542349e1,-2.03404656355368900e2,-1.05883867866614665e2,9.85058469583376062e-1
1996,9.98000000000000043e0,9.82918827661424217e1,-2.04184500811080085e2,-1.05892618044937663e2,9.92847300668105226e-1
1997,9.98499999999999943e0,9.89714156406669190e1,-2.04866783703439154e2,-1.05895368062772235e2,9.99711269097645627e-1
1998,9.99000000000000021e0,9.94983965552231382e1,-2.05390572725187383e2,-1.05892176169964245e2,1.00503430863861754e0
1999,9.99500000000000099e0,9.98934562224285401e1,-2.05779207464248259e2,-1.05885751241819719e2,1.00902481032756097e0
2000,1.00000000000000000e1,1.00231707478902578e2,-2.06110623732627914e2,-1.05878916253725336e2,1.01244148968588465e0
2001,1.00050000000000008e1,1.00600930071761169e2,-2.06474978497925179e2,-1.05874048426164009e2,1.01617101082587036e0
2002,1.00099999999999998e1,1.01056833461968026e2,-2.06930758185679252e2,-1.05873924723711227e2,1.02077609557543458e0
2003,1.00150000000000006e1,1.01592928042868792e2,-2.07471044562861948e2,-1.05878116519993156e2,1.02619119235221001e0
2004,1.00199999999999996e1,1.02140481057066566e2,-2.08024886148359599e2,-1.05884405091293033e2,1.03172203087946035e0
2005,1.00250000000000004e1,1.02601850970111670e2,-2.08490820831596807e2,-1.05888969861485137e2,1.03638233303143101e0
2006,1.00299999999999994e1,1.02904224492380990e2,-2.08792827842972912e2,-1.05888603350591922e2,1.03943661103415153e0
2007,1.00350000000000001e1,1.03045584371285159e2,-2.08927797442060296e2,-1.05882213070775137e2,1.04086448859884007e0
2008,1.00400000000000009e1,1.03101039903192387e2,-2.08974540759746361e2,-1.05873500856553974e2,1.04142464548679170e0
2009,1.00449999999999999e1,1.03190663206427544e2,-2.09055615343314685e2,-1.05864952136887140e2,1.04232993137805607e0
2010,1.00500000000000007e1,1.03428693305658939e2,-2.09288979361019813e2,-1.05860286055360874e2,1.04473427581473666e0
2011,1.00549999999999997e1,1.03877465677758579e2,-2.09738200992625906e2,-1.05860735314867327e2,1.04926733007836948e0
2012,1.00600000000000005e1,1.04530082794284311e2,-2.10395085437726920e2,-1.05865002643442608e2,1.05585942216448792e0
2013,1.00649999999999995e1,1.05321035660464361e2,-2.11192906898178336e2,-1.05871871237713975e2,1.06384884505519550e0
2014,1.00700000000000003e1,1.06148008647090847e2,-2.12027958013374530e2,-1.05879949366283682e2,1.07220210754637213e0
2015,1.00750000000000011e1,1.06888060354157005e2,-2.12776609032369635e2,-1.05888548678212629e2,1.07967737731471725e0
2016,1.00800000000000001e1,1.07406796885764876e2,-2.13305145847380885e2,-1.05898348961616009e2,1.08491714026025132e0
2017,1.00850000000000009e1,1.07564982004511648e2,-2.13473450474581966e2,-1.05908468470070318e2,1.08651496974254180e0
2018,1.00899999999999999e1,1.07228265123274269e2,-2.13145656560351654e2,-1.05917391437077384e2,1.08311378912398260e0
2019,1.00950000000000006e1,1.06291037955917091e2,-2.12213525309380060e2,-1.05922487353462969e2,1.07364684803956667e0
2020,1.00999999999999996e1,1.04721252475505153e2,-2.10640812181743655e2,-1.05919559706238502e2,1.05779042904550669e0
2021,1.01050000000000004e1,1.02614029670666213e2,-2.08519694431920044e2,-1.05905664761253831e2,1.03650535020874957e0
2022,1.01099999999999994e1,1.00234147767354173e2,-2.06113847152659019e2,-1.05879699385304846e2,1.01246613906418359e0
2023,1.01150000000000002e1,9.80115065281090807e1,-2.03859215925424820e2,-1.05847709397315739e2,9.90015217455647245e-1
2024,1.01200000000000010e1,9.64423661185457064e1,-2.02265018973400458e2,-1.05822652854854752e2,9.74165314328744536e-1
2025,1.01250000000000000e1,9.59034435191317982e1,-2.01721681395725795e2,-1.05818237876593997e2,9.68721651708401965e-1
2026,1.01300000000000008e1,9.64690195156344430e1,-2.02306486514629228e2,-1.05837466998994785e2,9.74434540561964102e-1
2027,1.01349999999999998e1,9.78685196170787037e1,-2.03738539093115264e2,-1.05870019476036560e2,9.88570905223017160e-1
2028,1.01400000000000006e1,9.96268917301176060e1,-2.05527008928742276e2,-1.05900117198624670e2,1.00633223969815755e0
