step,time,kinetic,potential,total,temperature
2354,1.17699999999999996e1,1.00963001979723771e2,-1.89923684098111210e2,-8.89606821183874388e1,1.01982830282549264e0
2355,1.17750000000000004e1,1.00964833442373177e2,-1.89946668332140007e2,-8.89818348897668301e1,1.01984680244821391e0
2356,1.17799999999999994e1,1.00859493506074870e2,-1.89858084277431033e2,-8.89985907713561630e1,1.01878276268762491e0
2357,1.17850000000000001e1,1.00402225128359831e2,-1.89409691819933727e2,-8.90074666915738959e1,1.01416389018545283e0
2358,1.17900000000000009e1,9.94745071539496024e1,-1.88480445359946202e2,-8.90059382059965998e1,1.00479300155504658e0
2359,1.17949999999999999e1,9.81197478454993472e1,-1.87113895043405762e2,-8.89941471979064147e1,9.91108564095953049e-1
2360,1.18000000000000007e1,9.65422906778116499e1,-1.85516606593677579e2,-8.89743159158659296e1,9.75174653311228767e-1
2361,1.18049999999999997e1,9.50644624635947508e1,-1.84016387288707250e2,-8.89519248251124992e1,9.60247095591866162e-1
2362,1.18100000000000005e1,9.40394222361801724e1,-1.82974884356687227e2,-8.89354621205070544e1,9.49893153900809861e-1
2363,1.18149999999999995e1,9.37231307284132953e1,-1.82656366372390949e2,-8.89332356439776532e1,9.46698290185992830e-1
2364,1.18200000000000003e1,9.41540701898605192e1,-1.83101885214173166e2,-8.89478150243126464e1,9.51051214038995174e-1
2365,1.18250000000000011e1,9.51317435428072287e1,-1.84102809321806262e2,-8.89710657789990336e1,9.60926702452598258e-1
2366,1.18300000000000001e1,9.63254980123403897e1,-1.85315859833505243e2,-8.89903618211648535e1,9.72984828407478686e-1
2367,1.18350000000000009e1,9.74488937942656150e1,-1.86446067474847780e2,-8.89971736805821649e1,9.84332260548137494e-1
2368,1.18399999999999999e1,9.83857871203336600e1,-1.87376437742801528e2,-8.89906506224678679e1,9.93795829498319794e-1
2369,1.18450000000000006e1,9.92000447250946280e1,-1.88178334888534181e2,-8.89782901634395529e1,1.00202065378883454e0
2370,1.18499999999999996e1,1.00033932089114828e2,-1.89005273239838260e2,-8.89713411507234326e1,1.01044375847590739e0
2371,1.18550000000000004e1,1.00961863795127968e2,-1.89939139276985202e2,-8.89772754818572338e1,1.01981680601139368e0
2372,1.18599999999999994e1,1.01898893836659497e2,-1.90892484979030399e2,-8.89935911423709030e1,1.02928175592585358e0
2373,1.18650000000000002e1,1.02629658213047307e2,-1.91640509684710167e2,-8.90108514716628605e1,1.03666321427320507e0
2374,1.18700000000000010e1,1.02942152882416977e2,-1.91959605618108867e2,-8.90174527356918901e1,1.03981972608501994e0
2375,1.18750000000000000e1,1.02789939967966006e2,-1.91794980588123593e2,-8.90050406201575868e1,1.03828222189864650e0
2376,1.18800000000000008e1,1.02391924355937476e2,-1.91368423838352328e2,-8.89764994824148516e1,1.03426186218118654e0
2377,1.18849999999999998e1,1.02170903582727092e2,-1.91120219118879561e2,-8.89493155361524686e1,1.03202932911845546e0
2378,1.18900000000000006e1,1.02504202596239466e2,-1.91448682133936018e2,-8.89444795376965516e1,1.03539598582060077e0
2379,1.18949999999999996e1,1.03458343170707693e2,-1.92421711876143235e2,-8.89633687054355420e1,1.04503376940108783e0
2380,1.19000000000000004e1,1.04763657265970366e2,-1.93751627568450033e2,-8.89879703024796669e1,1.05821876026232697e0
2381,1.19049999999999994e1,1.06034446728467529e2,-1.95037594501199692e2,-8.90031477727321629e1,1.07105501745926790e0
2382,1.19100000000000001e1,1.06988935788300040e2,-1.95994229140797955e2,-8.90052933524979153e1,1.08069632109393976e0
2383,1.19150000000000009e1,1.07509803926022002e2,-1.96510367565585284e2,-8.90005636395632820e1,1.08595761541436375e0
2384,1.19199999999999999e1,1.07598132176044800e2,-1.96591070528100346e2,-8.89929383520555461e1,1.08684981996004848e0
2385,1.19250000000000007e1,1.07318995257721895e2,-1.96303239543092445e2,-8.89842442853705506e1,1.08403025512850393e0
2386,1.19299999999999997e1,1.06764650312077521e2,-1.95739912432065665e2,-8.89752621199881446e1,1.07843081123310625e0
2387,1.19350000000000005e1,1.06035170104155100e2,-1.95002820564925770e2,-8.89676504607706704e1,1.07106232428439485e0
2388,1.19399999999999995e1,1.05221017987152067e2,-1.94183466771370917e2,-8.89624487842188501e1,1.06283856552678846e0
2389,1.19450000000000003e1,1.04389030967265455e2,-1.93348580246110856e2,-8.89595492788454010e1,1.05443465623500465e0
2390,1.19500000000000011e1,1.03582977010858244e2,-1.92541051820085670e2,-8.89580748092274263e1,1.04629269707937622e0
2391,1.19550000000000001e1,1.02831227740510542e2,-1.91788855801038778e2,-8.89576280605282363e1,1.03869927010616703e0
2392,1.19600000000000009e1,1.02153085469037279e2,-1.91110619978481026e2,-8.89575345094437466e1,1.03184934817209384e0
2393,1.19649999999999999e1,1.01564450748580910e2,-1.90521518926389632e2,-8.89570681778087220e1,1.02590354291495878e0
2394,1.19700000000000006e1,1.01091570073681041e2,-1.90046400757271044e2,-8.89548306835900036e1,1.02112697044122269e0
2395,1.19749999999999996e1,1.00784680679221950e2,-1.89735061396156851e2,-8.89503807169349017e1,1.01802707756789856e0
2396,1.19800000000000004e1,1.00719204172190615e2,-1.89665424930027086e2,-8.89462207578364712e1,1.01736569870899607e0
2397,1.19849999999999994e1,1.00959177581938278e2,-1.89906303908797014e2,-8.89471263268587364e1,1.01978967254483099e0
2398,1.19900000000000002e1,1.01490070856926309e2,-1.90446601721023626e2,-8.89565308640973171e1,1.02515223087804341e0
2399,1.19950000000000010e1,1.02179891370186454e2,-1.91151181635219302e2,-8.89712902650328488e1,1.03212011485036825e0
2400,1.20000000000000000e1,1.02820899200902218e2,-1.91805069710651537e2,-8.89841705097493190e1,1.03859494142325470e0
2401,1.20050000000000008e1,1.03230695230015669e2,-1.92219372362711084e2,-8.89886771326954147e1,1.04273429525268346e0
2402,1.20099999999999998e1,1.03341204492051801e2,-1.92324867170105676e2,-8.89836626780538751e1,1.04385055042476571e0
2403,1.20150000000000006e1,1.03222273616363253e2,-1.92194335777975624e2,-8.89720621616123708e1,1.04264922844811370e0
2404,1.20199999999999996e1,1.03031522679073632e2,-1.91993529729447232e2,-8.89620070503736002e1,1.04072245130377405e0
2405,1.20250000000000004e1,1.02919952991602273e2,-1.91878328486534656e2,-8.89583754949323833e1,1.03959548476365926e0
2406,1.20300000000000011e1,1.02948820092264256e2,-1.91911444548032364e2,-8.89626244557681076e1,1.03988707163903293e0
2407,1.20350000000000001e1,1.03071715748419990e2,-1.92042421088994615e2,-8.89707053405746251e1,1.04112844190323228e0
2408,1.20400000000000009e1,1.03191464355809785e2,-1.92167257978678407e2,-8.89757936228686219e1,1.04233802379605844e0
2409,1.20449999999999999e1,1.03239131143672566e2,-1.92215098498788905e2,-8.89759673551163388e1,1.04281950650174315e0
2410,1.20500000000000007e1,1.03209557329357537e2,-1.92182943931597265e2,-8.89733866022397279e1,1.04252078110462154e0
2411,1.20549999999999997e1,1.03132994146366755e2,-1.92105845789667882e2,-8.89728516433011265e1,1.04174741561986628e0
2412,1.20600000000000005e1,1.03010956631400489e2,-1.91988675772925006e2,-8.89777191415245170e1,1.04051471344848978e0
2413,1.20649999999999995e1,1.02774869896108527e2,-1.91761815923197020e2,-8.89869460270884929e1,1.03812999895059122e0
2414,1.20700000000000003e1,1.02298724007177483e2,-1.91295232964923883e2,-8.89965089577463999e1,1.03332044451694438e0
2415,1.20750000000000011e1,1.01455346707307370e2,-1.90457478966644743e2,-8.90021322593373725e1,1.02480148189199372e0
2416,1.20800000000000001e1,1.00185066878373178e2,-1.89185705716360189e2,-8.90006388379870117e1,1.01197037250882005e0
2417,1.20850000000000009e1,9.85407810287227903e1,-1.87531806290214377e2,-8.89910252614915862e1,9.95361424532553385e-1
2418,1.20899999999999999e1,9.67001313111696987e1,-1.85674023863938658e2,-8.89738925527689588e1,9.76769003143128312e-1
2419,1.20950000000000006e1,9.49494036816499829e1,-1.83901892366204976e2,-8.89524886845549929e1,9.59084885673232135e-1
2420,1.20999999999999996e1,9.36301568020531789e1,-1.82563142452858131e2,-8.89329856508049517e1,9.45759159616698764e-1
2421,1.21050000000000004e1,9.30384716057478585e1,-1.81962094744496085e2,-8.89236231387482263e1,9.39782541472200639e-1
2422,1.21099999999999994e1,9.33067556407896745e1,-1.82237094635946193e2,-8.89303389951565180e1,9.42492481220097766e-1
2423,1.21150000000000002e1,9.43319064650485473e1,-1.83283308313540942e2,-8.89514018484923952e1,9.52847540050995478e-1
2424,1.21200000000000010e1,9.58003227558721164e1,-1.84778795716859577e2,-8.89784729609874603e1,9.67680027837092060e-1
2425,1.21250000000000000e1,9.73069494600005243e1,-1.86307656652706783e2,-8.90007071927062583e1,9.82898479393944702e-1
2426,1.21300000000000008e1,9.85148810185258839e1,-1.87524334198519512e2,-8.90094531799936277e1,9.95099808267938202e-1
2427,1.21349999999999998e1,9.92770138351432365e1,-1.88280394340020450e2,-8.90033805048772138e1,1.00279811954690135e0
2428,1.21400000000000006e1,9.96635028159509488e1,-1.88651474530730411e2,-8.89879717147794622e1,1.00670204864596924e0
2429,1.21449999999999996e1,9.98819170840274353e1,-1.88855949552095211e2,-8.89740324680677759e1,1.00890825337401457e0
2430,1.21500000000000004e1,1.00125570213560337e2,-1.89096265801791560e2,-8.89706955882312229e1,1.01136939609656906e0
2431,1.21550000000000011e1,1.00448307806035288e2,-1.89426798623955960e2,-8.89784908179206724e1,1.01462937177813428e0
2432,1.21600000000000001e1,1.00757672721068730e2,-1.89746254327647421e2,-8.89885816065786912e1,1.01775426990978524e0
2433,1.21650000000000009e1,1.00922819256405404e2,-1.89914971680320093e2,-8.89921524239146891e1,1.01942241673136769e0
2434,1.21699999999999999e1,1.00897894544831573e2,-1.89883393347553437e2,-8.89854988027218639e1,1.01917065196799572e0
2435,1.21750000000000007e1,1.00771482876143764e2,-1.89743848073764582e2,-8.89723651976208174e1,1.01789376642569462e0
2436,1.21799999999999997e1,1.00720406753443783e2,-1.89680278236510560e2,-8.89598714830667774e1,1.01737784599438164e0
2437,1.21850000000000005e1,1.00913918451963497e2,-1.89867950182800286e2,-8.89540317308367889e1,1.01933250961579280e0
2438,1.21899999999999995e1,1.01428109341385849e2,-1.90385462294335383e2,-8.89573529529495346e1,1.02452635698369554e0
2439,1.21950000000000003e1,1.02207362289312471e2,-1.91175477140141368e2,-8.89681148508288970e1,1.03239759888194405e0
2440,1.22000000000000011e1,1.03092123808643436e2,-1.92072481846963683e2,-8.89803580383202473e1,1.04133458392569134e0
2441,1.22050000000000001e1,1.03895584862712809e2,-1.92884092963722850e2,-8.89885081010100407e1,1.04945035214861426e0
2442,1.22100000000000009e1,1.04485157478962691e2,-1.93474722759844042e2,-8.89895652808813509e1,1.05540563110063323e0
2443,1.22149999999999999e1,1.04827630037915455e2,-1.93811932909823071e2,-8.89843028719076159e1,1.05886494987793389e0
2444,1.22200000000000006e1,1.04980725149450265e2,-1.93957681085960559e2,-8.89769559365102936e1,1.06041136514596235e0
2445,1.22249999999999996e1,1.05045128020576755e2,-1.94016032403078896e2,-8.89709043825021411e1,1.06106189919774496e0
2446,1.22300000000000004e1,1.05110206891021534e2,-1.94079225171523802e2,-8.89690182805022687e1,1.06171926152547003e0
2447,1.22349999999999994e1,1.05222301839636913e2,-1.94192379497782809e2,-8.89700776581458967e1,1.06285153373370611e0
2448,1.22400000000000002e1,1.05401181617967126e2,-1.94370508538795065e2,-8.89693269208279389e1,1.06465840018148605e0
2449,1.22450000000000010e1,1.05697753060698616e2,-1.94660345331913902e2,-8.89625922712152857e1,1.06765407132018808e0
2450,1.22500000000000000e1,1.06242961655610259e2,-1.95193514516562374e2,-8.89505528609521150e1,1.07316122884454801e0
2451,1.22550000000000008e1,1.07227183342060357e2,-1.96168388834152665e2,-8.89412054920923083e1,1.08310286204101369e0
2452,1.22599999999999998e1,1.08783952395202760e2,-1.97729063532499850e2,-8.89451111372970900e1,1.09882780197174501e0
2453,1.22650000000000006e1,1.10842705554749756e2,-1.99810038262686277e2,-8.89673327079365208e1,1.11962328843181580e0
2454,1.22699999999999996e1,1.13076498714798120e2,-2.02076646170762245e2,-8.90001474559641252e1,1.14218685570503142e0
2455,1.22750000000000004e1,1.15012379155640517e2,-2.04040102113049443e2,-8.90277229574089262e1,1.16174120359232846e0
2456,1.22800000000000011e1,1.16258284383840476e2,-2.05292674626111591e2,-8.90343902422711153e1,1.17432610488727751e0
2457,1.22850000000000001e1,1.16716265259723954e2,-2.05732416963150712e2,-8.90161517034267575e1,1.17895217434064592e0
2458,1.22900000000000009e1,1.16619007587694696e2,-2.05608381409931326e2,-8.89893738222366295e1,1.17796977361307764e0
2459,1.22949999999999999e1,1.16311181889130182e2,-2.05289619313535638e2,-8.89784374244054561e1,1.17486042312252703e0
2460,1.23000000000000007e1,1.15933785411581212e2,-2.04924238530400686e2,-8.89904531188194738e1,1.17104833749071924e0
2461,1.23049999999999997e1,1.15329385182604327e2,-2.04338316909815546e2,-8.90089317272112197e1,1.16494328467277097e0
2462,1.23100000000000005e1,1.14247594742926438e2,-2.03262675725415477e2,-8.90150809824890388e1,1.15401610851440850e0
2463,1.23149999999999995e1,1.12597557231227654e2,-2.01600835251399900e2,-8.90032780201722460e1,1.13734906294169358e0
2464,1.23200000000000003e1,1.10541012616474262e2,-1.99519736373034618e2,-8.89787237565603562e1,1.11657588501489147e0
2465,1.23250000000000011e1,1.08434819216636427e2,-1.97386069261208036e2,-8.89512500445716086e1,1.09530120420844868e0
2466,1.23300000000000001e1,1.06675585387912378e2,-1.95610636691879705e2,-8.89350513039673274e1,1.07753116553446837e0
2467,1.23350000000000009e1,1.05497445214101745e2,-1.94437062198226954e2,-8.89396169841252089e1,1.06563075973840138e0
2468,1.23399999999999999e1,1.04845720982535369e2,-1.93804846233937269e2,-8.89591252514019004e1,1.05904768669227645e0
2469,1.23450000000000006e1,1.04451120922669219e2,-1.93428637488844572e2,-8.89775165661753533e1,1.05506182750170918e0
2470,1.23499999999999996e1,1.04041784494943855e2,-1.93025740103780350e2,-8.89839556088364958e1,1.05092711611054401e0
2471,1.23550000000000004e1,1.03500039190589078e2,-1.92478960960668729e2,-8.89789217700796513e1,1.04545494131908168e0
2472,1.23599999999999994e1,1.02872333766086726e2,-1.91841328497414366e2,-8.89689947313276406e1,1.03911448248572458e0
2473,1.23650000000000002e1,1.02288449832390256e2,-1.91248606872579302e2,-8.89601570401890456e1,1.03321666497363895e0
2474,1.23700000000000010e1,1.01874246244177513e2,-1.90830129779583075e2,-8.89558835354055617e1,1.02903279034522743e0
2475,1.23750000000000000e1,1.01703989127383466e2,-1.90659572967777024e2,-8.89555838403935581e1,1.02731302148872183e0
2476,1.23800000000000008e1,1.01799083510612931e2,-1.90755595407887512e2,-8.89565118972745807e1,1.02827357081427206e0
2477,1.23849999999999998e1,1.02158372527523454e2,-1.91114457255468551e2,-8.89560847279450968e1,1.03190275280326715e0
2478,1.23900000000000006e1,1.02790653803349045e2,-1.91744793340631645e2,-8.89541395372826003e1,1.03828943235706106e0
2479,1.23949999999999996e1,1.03721133336221101e2,-1.92673269594871215e2,-8.89521362586501141e1,1.04768821551738478e0
2480,1.24000000000000004e1,1.04966392160194829e2,-1.93919367905694742e2,-8.89529757454999128e1,1.06026658747671543e0
2481,1.24050000000000011e1,1.06492052034425981e2,-1.95451664834173613e2,-8.89596127997476316e1,1.07567729327703021e0
2482,1.24100000000000001e1,1.08180210099295522e2,-1.97152011461119571e2,-8.89718013618240491e1,1.09272939494237908e0
2483,1.24150000000000009e1,1.09828345938031262e2,-1.98815490599632085e2,-8.89871446616008228e1,1.10937723169728542e0
2484,1.24199999999999999e1,1.11188583534810846e2,-2.00189452272881397e2,-8.90008687380705510e1,1.12311700540212978e0
2485,1.24250000000000007e1,1.12035443425988689e2,-2.01044260349886798e2,-8.90088169238981095e1,1.13167114571705740e0
2486,1.24299999999999997e1,1.12228019320765426e2,-2.01236872609104523e2,-8.90088532883390968e1,1.13361635677540828e0
2487,1.24350000000000005e1,1.11742446161085951e2,-2.00744677177785491e2,-8.90022310166995396e1,1.12871157738470651e0
2488,1.24399999999999995e1,1.10661661095169478e2,-1.99653630733675556e2,-8.89919696385060774e1,1.11779455651686344e0
2489,1.24450000000000003e1,1.09124676087145787e2,-1.98107455240681873e2,-8.89827791535360859e1,1.10226945542571508e0
2490,1.24500000000000011e1,1.07266560771362890e2,-1.96244420137203804e2,-8.89778593658409136e1,1.08350061385215035e0
2491,1.24550000000000001e1,1.05178983076164670e2,-1.94155391469845910e2,-8.89764083936812398e1,1.06241397046630981e0
2492,1.24600000000000009e1,1.02909164479639486e2,-1.91885830763663620e2,-8.89766662840241338e1,1.03948650989534830e0
2493,1.24649999999999999e1,1.00489264505920005e2,-1.89464956156765197e2,-8.89756916508451923e1,1.01504307581737385e0
2494,1.24700000000000006e1,9.79728874349940639e1,-1.86945340097026559e2,-8.89724526620324951e1,9.89625125606000688e-1
2495,1.24749999999999996e1,9.54536354684799448e1,-1.84420446683537222e2,-8.89668112150572767e1,9.64178136045251932e-1
2496,1.24800000000000004e1,9.30576499407749793e1,-1.82018531043103025e2,-8.89608811023280452e1,9.39976262028030085e-1
2497,1.24849999999999994e1,9.09163565962514610e1,-1.79873218495219362e2,-8.89568618989679010e1,9.18347036325772303e-1
2498,1.24900000000000002e1,8.91354841515019984e1,-1.78091277426806414e2,-8.89557932753044156e1,9.00358425772747495e-1
2499,1.24950000000000010e1,8.77787189586921528e1,-1.76736572886380543e2,-8.89578539276883902e1,8.86653726855476276e-1
2500,1.25000000000000000e1,8.68637201803084764e1,-1.75826097878132089e2,-8.89623776978236123e1,8.77411314952610821e-1
2501,1.25050000000000008e1,8.63591101169780302e1,-1.75328762426860948e2,-8.89696523098829175e1,8.72314243605838646e-1
2502,1.25099999999999998e1,8.61987981465698851e1,-1.75174168121810112e2,-8.89753699752402269e1,8.70694930773433184e-1
2503,1.25150000000000006e1,8.63334920463441620e1,-1.75307770054041754e2,-8.89742780076975919e1,8.72055475215597564e-1
2504,1.25199999999999996e1,8.67827626366846658e1,-1.75750852635265886e2,-8.89680899985812204e1,8.76593561986713787e-1
2505,1.25250000000000004e1,8.76128466027233515e1,-1.76577774524734195e2,-8.89649279220108440e1,8.84978248512357069e-1
2506,1.25300000000000011e1,8.88372328793679173e1,-1.77807734735246271e2,-8.89705018558783536e1,8.97345786660281974e-1
2507,1.25350000000000001e1,9.03464354219744479e1,-1.79327978990844684e2,-8.89815435688702365e1,9.12590256787620735e-1
2508,1.25400000000000009e1,9.19511795521511743e1,-1.80941063843478560e2,-8.89898842913273853e1,9.28799793456072442e-1
2509,1.25449999999999999e1,9.34863333446679121e1,-1.82478266310287069e2,-8.89919329656191564e1,9.44306397420887955e-1
2510,1.25500000000000007e1,9.48708899535851771e1,-1.83859821417966117e2,-8.89889314643809399e1,9.58291817712981553e-1
2511,1.25549999999999997e1,9.61007687986240029e1,-1.85084319384708067e2,-8.89835505860840641e1,9.70714836349737431e-1
2512,1.25600000000000005e1,9.72111561485221927e1,-1.86189407359392476e2,-8.89782512108702832e1,9.81930870187092908e-1
2513,1.25649999999999995e1,9.82435641869701044e1,-1.87218404546182654e2,-8.89748403592125499e1,9.92359234211819263e-1
2514,1.25700000000000003e1,9.92197397547071347e1,-1.88194444384550366e2,-8.89747046298432309e1,1.00221959348189027e0
2515,1.25750000000000011e1,1.00122611232760008e2,-1.89100235568207808e2,-8.89776243354477998e1,1.01133950740161627e0
2516,1.25800000000000001e1,1.00893857855490509e2,-1.89876430632781393e2,-8.89825727772908834e1,1.01912987732818694e0
2517,1.25850000000000009e1,1.01450040413917606e2,-1.90437668915399257e2,-8.89876285014816517e1,1.02474788296886477e0
2518,1.25899999999999999e1,1.01712925561780551e2,-1.90703617166528375e2,-8.89906916047478234e1,1.02740328850283391e0
2519,1.25950000000000006e1,1.01636825295744671e2,-1.90627697591602555e2,-8.89908722958578835e1,1.02663459894691589e0
2520,1.25999999999999996e1,1.01226137933736325e2,-1.90213714849100057e2,-8.89875769153637322e1,1.02248624175491232e0
2521,1.26050000000000004e1,1.00542014361793250e2,-1.89522813686191512e2,-8.89807993243982622e1,1.01557590264437625e0
2522,1.26099999999999994e1,9.96971356537014373e1,-1.88668880293555901e2,-8.89717446398544638e1,1.00704177427981256e0
2523,1.26150000000000002e1,9.88352893905524041e1,-1.87798315848662639e2,-8.89630264581102352e1,9.98336256470226280e-1
2524,1.26200000000000010e1,9.80968195033341175e1,-1.87053144210448977e2,-8.89563247071148595e1,9.90876964680142636e-1
2525,1.26250000000000000e1,9.75960535095005355e1,-1.86546481075967307e2,-8.89504275664667716e1,9.85818722318187235e-1
2526,1.26300000000000008e1,9.74329691885894817e1,-1.86375988939607026e2,-8.89430197510175446e1,9.84171405945348354e-1
2527,1.26349999999999998e1,9.77170503460839228e1,-1.86651514326566570e2,-8.89344639804826471e1,9.87040912586706343e-1
2528,1.26400000000000006e1,9.85552368919412061e1,-1.87484680810909197e2,-8.89294439189679906e1,9.95507443352941501e-1
2529,1.26449999999999996e1,9.99955594863579336e1,-1.88927245136814236e2,-8.89316856504563020e1,1.01005615642785784e0
2530,1.26500000000000004e1,1.01973059951523112e2,-1.90914814400715272e2,-8.89417544491921603e1,1.03003090860124358e0
2531,1.26550000000000011e1,1.04308180528429304e2,-1.93264123823211776e2,-8.89559432947824718e1,1.05361798513564953e0
2532,1.26600000000000001e1,1.06758315445244165e2,-1.95727687917025463e2,-8.89693724717812984e1,1.07836682267923401e0
2533,1.26650000000000009e1,1.09087679607699357e2,-1.98066212468512362e2,-8.89785328608130044e1,1.10189575361312486e0
2534,1.26699999999999999e1,1.11120518575835447e2,-2.00103171273337892e2,-8.89826526975024450e1,1.12242948056399450e0
2535,1.26750000000000007e1,1.12761153762308453e2,-2.01742813305932884e2,-8.89816595436244313e1,1.13900155315463092e0
2536,1.26799999999999997e1,1.13987667401538587e2,-2.02965588919017506e2,-8.89779215174789186e1,1.15139057981352111e0
2537,1.26850000000000005e1,1.14827874333628230e2,-2.03800871177373693e2,-8.89729968437454630e1,1.15987751852149734e0
2538,1.26899999999999995e1,1.15328535226924558e2,-2.04298171618040101e2,-8.89696363911155430e1,1.16493469926186433e0
2539,1.26950000000000003e1,1.15529899635342147e2,-2.04497565726994679e2,-8.89676660916525321e1,1.16696868318527414e0
2540,1.27000000000000011e1,1.15454992370271711e2,-2.04422200251753225e2,-8.89672078814815137e1,1.16621204414415880e0
2541,1.27050000000000001e1,1.15108579439445890e2,-2.04076512226710491e2,-8.89679327872646013e1,1.16271292363076650e0
2542,1.27100000000000009e1,1.14483106174656740e2,-2.03453212646105243e2,-8.89701064714485028e1,1.15639501186521954e0
2543,1.27149999999999999e1,1.13563664520072010e2,-2.02535714866513530e2,-8.89720503464415202e1,1.14710772242496972e0
2544,1.27200000000000006e1,1.12331488449947287e2,-2.01305658919431124e2,-8.89741704694838376e1,1.13466149949441708e0
2545,1.27249999999999996e1,1.10773460379351647e2,-1.99749428216004191e2,-8.89759678366525435e1,1.11892384221567309e0
2546,1.27300000000000004e1,1.08892063996831595e2,-1.97868269576070986e2,-8.89762055792393909e1,1.09991983835183427e0
2547,1.27349999999999994e1,1.06718515085271775e2,-1.95692241970535264e2,-8.89737268852634884e1,1.07796479884112895e0
2548,1.27400000000000002e1,1.04327841739716760e2,-1.93295556470837766e2,-8.89677147311210064e1,1.05381658322946214e0
2549,1.27450000000000010e1,1.01848102359133733e2,-1.90806961523178018e2,-8.89588591640442843e1,1.02876871069832054e0
2550,1.27500000000000000e1,9.94573713054398070e1,-1.88404339133897395e2,-8.89469678284575878e1,1.00461991217615965e0
2551,1.27550000000000008e1,9.73697327676509730e1,-1.86304491047177493e2,-8.89347582795265197e1,9.83532654218696734e-1
2552,1.27599999999999998e1,9.58029466169545287e1,-1.84727559001750706e2,-8.89246123847961769e1,9.67706531484389232e-1
2553,1.27650000000000006e1,9.49294582960411617e1,-1.83850117083845163e2,-8.89206587878040011e1,9.58883417131728866e-1
2554,1.27699999999999996e1,9.48277271592981066e1,-1.83751617741599802e2,-8.89238905823016950e1,9.57855829891900101e-1
2555,1.27750000000000004e1,9.54610739566711572e1,-1.84393437726326113e2,-8.89323637696549554e1,9.64253272289607666e-1
2556,1.27800000000000011e1,9.67007544519158841e1,-1.85644478331835700e2,-8.89437238799198155e1,9.76775297494099859e-1
2557,1.27850000000000001e1,9.83632615572616942e1,-1.87319737073012249e2,-8.89564755157505545e1,9.93568298558198948e-1
2558,1.27900000000000009e1,1.00232143302495061e2,-1.89202989030976369e2,-8.89708457284813079e1,1.01244589194439460e0
2559,1.27949999999999999e1,1.02063544997426845e2,-1.91050746637510258e2,-8.89872016400834127e1,1.03094489896390762e0
2560,1.28000000000000007e1,1.03600231917066694e2,-1.92602336001414187e2,-8.90021040843474935e1,1.04646698906127966e0
2561,1.28049999999999997e1,1.04619650202700569e2,-1.93630437362319412e2,-8.90107871596188431e1,1.05676414346162195e0
2562,1.28100000000000005e1,1.05007795612396137e2,-1.94015846695762548e2,-8.90080510833664107e1,1.06068480416561761e0
2563,1.28149999999999995e1,1.04822495595149292e2,-1.93815059497771387e2,-8.89925639026220949e1,1.05881308681968989e0
2564,1.28200000000000003e1,1.04296509537884262e2,-1.93267942436730152e2,-8.89714328988458902e1,1.05350009634226538e0
2565,1.28250000000000011e1,1.03746895648768671e2,-1.92701504358305897e2,-8.89546087095372258e1,1.04794844089665329e0
2566,1.28300000000000001e1,1.03428023521007290e2,-1.92377052575623765e2,-8.89490290546164744e1,1.04472751031320499e0
2567,1.28350000000000009e1,1.03433778719178434e2,-1.92387093553622208e2,-8.89533148344437734e1,1.04478564362806492e0
2568,1.28399999999999999e1,1.03709056220000420e2,-1.92670922485076773e2,-8.89618662650763525e1,1.04756622444444858e0
2569,1.28450000000000006e1,1.04124759178446482e2,-1.93095806111284787e2,-8.89710469328383056e1,1.05176524422673223e0
2570,1.28499999999999996e1,1.04537935896753794e2,-1.93516821343556472e2,-8.89788854468026784e1,1.05593874643185659e0
2571,1.28550000000000004e1,1.04819839296962755e2,-1.93804779665704359e2,-8.89849403687416043e1,1.05878625552487637e0
2572,1.28599999999999994e1,1.04875132940378066e2,-1.93862604008900007e2,-8.89874710685219412e1,1.05934477717553599e0
2573,1.28650000000000002e1,1.04668464310835390e2,-1.93653354182253025e2,-8.89848898714176357e1,1.05725721526096361e0
2574,1.28700000000000010e1,1.04246782123020026e2,-1.93223922131367914e2,-8.89771400083478881e1,1.05299779922242442e0
2575,1.28750000000000000e1,1.03736545287160482e2,-1.92703375208726868e2,-8.89668299215663865e1,1.04784389178949988e0
2576,1.28800000000000008e1,1.03301271416433906e2,-1.92260014925724761e2,-8.89587435092908549e1,1.04344718602458486e0
2577,1.28849999999999998e1,1.03066199589824819e2,-1.92024469168693685e2,-8.89582695788688653e1,1.04107272312954358e0
2578,1.28900000000000006e1,1.03045182091711382e2,-1.92012487630974050e2,-8.89673055392626679e1,1.04086042516880184e0
2579,1.28949999999999996e1,1.03120397474952384e2,-1.92101956651445107e2,-8.89815591764927234e1,1.04162017651467065e0
2580,1.29000000000000004e1,1.03099635392270145e2,-1.92093185622958231e2,-8.89935502306880863e1,1.04141045850777925e0
2581,1.29050000000000011e1,1.02815395617741729e2,-1.91813270149371874e2,-8.89978745316301456e1,1.03853934967415884e0
2582,1.29100000000000001e1,1.02209344678349098e2,-1.91201864505587309e2,-8.89925198272382119e1,1.03241762301362727e0
2583,1.29150000000000009e1,1.01365091504597515e2,-1.90343951058915167e2,-8.89788595543176513e1,1.02388981317775274e0
2584,1.29199999999999999e1,1.00480225597195385e2,-1.89442483952067818e2,-8.89622583548724322e1,1.01495177370904432e0
2585,1.29250000000000007e1,9.97939646032563417e1,-1.88742837701775130e2,-8.89488730985187885e1,1.00801984447733672e0
