step,time,kinetic,potential,total,temperature
52,2.60000000000000009e-1,1.05036874705730796e2,-1.93997563551911583e2,-8.89606888461807870e1,1.06097853238111917e0
53,2.65000000000000013e-1,1.05716778535558191e2,-1.94673808994637483e2,-8.89570304590792915e1,1.06784624783392101e0
54,2.70000000000000018e-1,1.06579791721712454e2,-1.95534369794669885e2,-8.89545780729574318e1,1.07656355274457027e0
55,2.75000000000000022e-1,1.07636010376784270e2,-1.96591136162685729e2,-8.89551257859014584e1,1.08723242804832587e0
56,2.80000000000000027e-1,1.08855715026543479e2,-1.97814883008426420e2,-8.89591679818829419e1,1.09955267703579262e0
57,2.85000000000000031e-1,1.10156862222170247e2,-1.99124148998229856e2,-8.89672867760596091e1,1.11269557800171959e0
58,2.89999999999999980e-1,1.11407868916107645e2,-2.00385571312850999e2,-8.89777023967433536e1,1.12533200925361254e0
59,2.94999999999999984e-1,1.12444303200756266e2,-2.01433103029593752e2,-8.89887998288374860e1,1.13580104243188140e0
60,2.99999999999999989e-1,1.13102228427165969e2,-2.02099634897589453e2,-8.89974064704234848e1,1.14244675178955535e0
61,3.04999999999999993e-1,1.13267329798248923e2,-2.02267153928227430e2,-8.89998241299785064e1,1.14411444240655480e0
62,3.09999999999999998e-1,1.12927206797507480e2,-2.01921496356312758e2,-8.89942895588052778e1,1.14067885654047951e0
63,3.15000000000000002e-1,1.12194001512311331e2,-2.01176903334576167e2,-8.89829018222648358e1,1.13327274254859933e0
64,3.20000000000000007e-1,1.11248125623192465e2,-2.00225162921090543e2,-8.89770372978980788e1,1.12371844063830761e0
65,3.25000000000000011e-1,1.10191648169190472e2,-1.99178594620144139e2,-8.89869464509536670e1,1.11304695120394426e0
66,3.30000000000000016e-1,1.08925364369792462e2,-1.97934520185463555e2,-8.90091558156710931e1,1.10025620575547944e0
67,3.35000000000000020e-1,1.07204970839694056e2,-1.96230600594015016e2,-8.90256297543209598e1,1.08287849333024289e0
68,3.40000000000000024e-1,1.04890879308086795e2,-1.93907055987966601e2,-8.90161766798798055e1,1.05950383139481619e0
69,3.45000000000000029e-1,1.02203327381634750e2,-1.91181627561725662e2,-8.89783001800909119e1,1.03235684223873481e0
70,3.50000000000000033e-1,9.97299862264414685e1,-1.88665310372374705e2,-8.89353241459332367e1,1.00737359824688344e0
71,3.54999999999999982e-1,9.80955796152494202e1,-1.87014782964724134e2,-8.89192033494747136e1,9.90864440558074988e-1
72,3.59999999999999987e-1,9.75556086348975668e1,-1.86490302982932178e2,-8.89346943480346113e1,9.85410188231288564e-1
73,3.64999999999999991e-1,9.79232416273668917e1,-1.86882789570260059e2,-8.89595479428931668e1,9.89123652801685793e-1
74,3.69999999999999996e-1,9.88382313015676033e1,-1.87813063110304597e2,-8.89748318087369938e1,9.98365972743107122e-1
75,3.75000000000000000e-1,1.00029466610275421e2,-1.89008203531265508e2,-8.89787369209900874e1,1.01039865262904471e0
76,3.80000000000000004e-1,1.01387512105975517e2,-1.90362841347215863e2,-8.89753292412403454e1,1.02411628389874254e0
77,3.85000000000000009e-1,1.02912594844243586e2,-1.91883663747000128e2,-8.89710689027565422e1,1.03952116004286443e0
78,3.90000000000000013e-1,1.04631135703235827e2,-1.93601997590528782e2,-8.89708618872929549e1,1.05688015861854367e0
79,3.95000000000000018e-1,1.06515101608043949e2,-1.95493465433797667e2,-8.89783638257537177e1,1.07591011725296926e0
80,4.00000000000000022e-1,1.08436281254656848e2,-1.97427635289723924e2,-8.89913540350670758e1,1.09531597226926114e0
81,4.05000000000000027e-1,1.10190370366680128e2,-1.99194935491058459e2,-8.90045651243783311e1,1.11303404410788009e0
82,4.10000000000000031e-1,1.11569789496744932e2,-2.00583201216276905e2,-8.90134117195319732e1,1.12696757067419129e0
83,4.15000000000000036e-1,1.12433021851660214e2,-2.01448938351400869e2,-8.90159164997406549e1,1.13568708941070917e0
84,4.19999999999999984e-1,1.12735981412487021e2,-2.01748708378741412e2,-8.90127269662543910e1,1.13874728699481831e0
85,4.24999999999999989e-1,1.12530347437855639e2,-2.01535840997124694e2,-8.90054935592690555e1,1.13667017613995602e0
86,4.29999999999999993e-1,1.11936594270578382e2,-2.00933785032029363e2,-8.89971907614509803e1,1.13067266939978173e0
87,4.34999999999999998e-1,1.11091802349126354e2,-2.00084604776159182e2,-8.89928024270328279e1,1.12213941766794290e0
88,4.40000000000000002e-1,1.10087115884591697e2,-1.99082946928943329e2,-8.89958310443516325e1,1.11199106954133020e0
89,4.45000000000000007e-1,1.08926082608921021e2,-1.97930017940052636e2,-8.90039353311316148e1,1.10026346069617187e0
90,4.50000000000000011e-1,1.07545854326962171e2,-1.96556483218422699e2,-8.90106288914605273e1,1.08632176087840571e0
91,4.55000000000000016e-1,1.05905370728699779e2,-1.94914028039028580e2,-8.90086573103288003e1,1.06975121948181595e0
92,4.60000000000000020e-1,1.04073845253937137e2,-1.93071265774071151e2,-8.89974205201340141e1,1.05125096216098113e0
93,4.65000000000000024e-1,1.02231658225825569e2,-1.91215987851585027e2,-8.89843296257594574e1,1.03264301238207645e0
94,4.70000000000000029e-1,1.00573950997857779e2,-1.89551071453575133e2,-8.89771204557173547e1,1.01589849492785644e0
95,4.75000000000000033e-1,9.92105176192717408e1,-1.88187297554460145e2,-8.89767799351884037e1,1.00212644059870448e0
96,4.79999999999999982e-1,9.81457280869041000e1,-1.87125429542307643e2,-8.89797014554035428e1,9.91370990776809125e-1
97,4.84999999999999987e-1,9.73270690384658081e1,-1.86308886187766717e2,-8.89818171493009089e1,9.83101707459250629e-1
98,4.89999999999999991e-1,9.66994029957792947e1,-1.85681449993139239e2,-8.89820469973599444e1,9.76761646422013130e-1
99,4.94999999999999996e-1,9.62382501737394733e1,-1.85216870981385000e2,-8.89786208076455267e1,9.72103537108479521e-1
100,5.00000000000000000e-1,9.59727261402464364e1,-1.84943499810891240e2,-8.89707736706448031e1,9.69421476164105456e-1
101,5.05000000000000004e-1,9.59929821774105534e1,-1.84952799538487625e2,-8.89598173610770715e1,9.69626082600106631e-1
102,5.10000000000000009e-1,9.64270744282616903e1,-1.85377079179510105e2,-8.89500047512484144e1,9.74010852810724193e-1
103,5.15000000000000013e-1,9.73858841550343186e1,-1.86331844792544473e2,-8.89459606375101544e1,9.83695799545801219e-1
104,5.20000000000000018e-1,9.88946516284079280e1,-1.87845388128549871e2,-8.89507365001419430e1,9.98935875034423493e-1
105,5.25000000000000022e-1,1.00849893528948016e2,-1.89814079844402869e2,-8.89641863154548531e1,1.01868579322169706e0
106,5.30000000000000027e-1,1.03026469204454926e2,-1.92009046310785919e2,-8.89825771063309929e1,1.04067140610560527e0
107,5.35000000000000031e-1,1.05129707836045270e2,-1.94130461468052971e2,-8.90007536320077008e1,1.06191624076813396e0
108,5.40000000000000036e-1,1.06867224917222401e2,-1.95882095429062531e2,-8.90148705118401296e1,1.07946691835578190e0
109,5.45000000000000040e-1,1.08016123605472274e2,-1.97038207818825697e2,-8.90220842133534234e1,1.09107195561083103e0
110,5.50000000000000044e-1,1.08467137697653754e2,-1.97488303937006094e2,-8.90211662393523397e1,1.09562765351165403e0
111,5.55000000000000049e-1,1.08235283379438854e2,-1.97249536569348436e2,-8.90142531899095815e1,1.09328569070140258e0
112,5.60000000000000053e-1,1.07444649354307813e2,-1.96447583298470818e2,-8.90029339441630043e1,1.08529948842735169e0
113,5.65000000000000058e-1,1.06293862306225094e2,-1.95284261005850794e2,-8.89903986996257004e1,1.07367537683055647e0
114,5.70000000000000062e-1,1.05010086515904845e2,-1.93990146979732543e2,-8.89800604638276980e1,1.06070794460509954e0
115,5.75000000000000067e-1,1.03788880005034727e2,-1.92764889173157115e2,-8.89760091681223884e1,1.04837252530338110e0
116,5.79999999999999960e-1,1.02733279363166119e2,-1.91713344879700941e2,-8.89800655165348218e1,1.03770989255723345e0
117,5.84999999999999964e-1,1.01835496353115900e2,-1.90823704738648729e2,-8.89882083855328290e1,1.02864137730420091e0
118,5.89999999999999969e-1,1.01035003424291645e2,-1.90026274193710407e2,-8.89912707694187617e1,1.02055559014436015e0
119,5.94999999999999973e-1,1.00333859051530922e2,-1.89317457982793172e2,-8.89835989312622502e1,1.01347332375283750e0
120,5.99999999999999978e-1,9.98833042030167491e1,-1.88848573603853708e2,-8.89652694008369593e1,1.00892226467693691e0
121,6.04999999999999982e-1,9.99509726247607659e1,-1.88900289952536014e2,-8.89493173277752476e1,1.00960578408849266e0
122,6.09999999999999987e-1,1.00757772523984798e2,-1.89706382605482048e2,-8.89486100814972502e1,1.01775527802004850e0
123,6.14999999999999991e-1,1.02295419179268350e2,-1.91261629005781316e2,-8.89662098265129657e1,1.03328706241685198e0
124,6.19999999999999996e-1,1.04294474234937340e2,-1.93284262688931904e2,-8.89897884539945636e1,1.05347953772663971e0
125,6.25000000000000000e-1,1.06375024789541968e2,-1.95382722197037282e2,-8.90076974074953142e1,1.07449519989436326e0
126,6.30000000000000004e-1,1.08212198378986386e2,-1.97229488465245424e2,-8.90172900862590382e1,1.09305250887865046e0
127,6.35000000000000009e-1,1.09590682148900342e2,-1.98612528497230727e2,-8.90218463483303850e1,1.10697658736262983e0
128,6.40000000000000013e-1,1.10384391997006176e2,-1.99407540345040815e2,-8.90231483480346384e1,1.11499385855561783e0
129,6.45000000000000018e-1,1.10533873175871406e2,-1.99554693565894155e2,-8.90208203900227488e1,1.11650376945324648e0
130,6.50000000000000022e-1,1.10041862550832207e2,-1.99056948606613645e2,-8.90150860557814383e1,1.11153396515992120e0
131,6.55000000000000027e-1,1.08981858070992786e2,-1.97985803631928974e2,-8.90039455609361880e1,1.10082684920194729e0
132,6.60000000000000031e-1,1.07514511221023383e2,-1.96501645606730847e2,-8.89871343857074635e1,1.08600516384872114e0
133,6.65000000000000036e-1,1.05879836529095883e2,-1.94848557770031960e2,-8.89687212409360768e1,1.06949329827369577e0
134,6.70000000000000040e-1,1.04345637070276240e2,-1.93299504654136683e2,-8.89538675838604433e1,1.05399633404319437e0
135,6.75000000000000044e-1,1.03126779896670826e2,-1.92074198076013033e2,-8.89474181793422076e1,1.04168464542091743e0
136,6.80000000000000049e-1,1.02319988236219842e2,-1.91269857059619824e2,-8.89498688233999815e1,1.03353523470929143e0
137,6.85000000000000053e-1,1.01889807594601351e2,-1.90848026731642761e2,-8.89582191370414108e1,1.02918997570304405e0
138,6.90000000000000058e-1,1.01710025997928511e2,-1.90678300454555853e2,-8.89682744566273414e1,1.02737399997907586e0
139,6.95000000000000062e-1,1.01632800094583729e2,-1.90608661901594388e2,-8.89758618070106593e1,1.02659394034933049e0
140,7.00000000000000067e-1,1.01544020132380126e2,-1.90523541711973337e2,-8.89795215795932108e1,1.02569717305434471e0
141,7.04999999999999960e-1,1.01389532036095204e2,-1.90368781030353716e2,-8.89792489942585121e1,1.02413668723328488e0
142,7.09999999999999964e-1,1.01175424841504068e2,-1.90151849845738127e2,-8.89764250042340592e1,1.02197398829802100e0
143,7.14999999999999969e-1,1.00946946477586053e2,-1.89920377002245147e2,-8.89734305246590935e1,1.01966612603622275e0
144,7.19999999999999973e-1,1.00760331531834353e2,-1.89731949338064794e2,-8.89716178062304408e1,1.01778112658418540e0
145,7.24999999999999978e-1,1.00662791705070561e2,-1.89633738594923045e2,-8.89709468898524847e1,1.01679587580879360e0
146,7.29999999999999982e-1,1.00685393724747485e2,-1.89656187786924903e2,-8.89707940621774185e1,1.01702417903785336e0
147,7.34999999999999987e-1,1.00845070399781633e2,-1.89815959697000949e2,-8.89708892972193155e1,1.01863707474526910e0
148,7.39999999999999991e-1,1.01148040613784389e2,-1.90119127444511975e2,-8.89710868307275859e1,1.02169737993721599e0
149,7.44999999999999996e-1,1.01594852861901742e2,-1.90564846669899538e2,-8.89699938079977954e1,1.02621063496870457e0
150,7.50000000000000000e-1,1.02192755858476616e2,-1.91160348734811635e2,-8.89675928763350186e1,1.03225005917653156e0
151,7.55000000000000004e-1,1.02957155189378156e2,-1.91922623544306475e2,-8.89654683549283192e1,1.03997126453917321e0
152,7.60000000000000009e-1,1.03883702954437638e2,-1.92851049242003199e2,-8.89673462875655616e1,1.04933033287310740e0
153,7.65000000000000013e-1,1.04907751261107023e2,-1.93882167401760057e2,-8.89744161406530338e1,1.05967425516269720e0
154,7.70000000000000018e-1,1.05892924105113508e2,-1.94877656691374654e2,-8.89847325862611456e1,1.06962549601124746e0
155,7.75000000000000022e-1,1.06664796929235621e2,-1.95659680395367332e2,-8.89948834661317107e1,1.07742219120440019e0
156,7.80000000000000027e-1,1.07061423407639680e2,-1.96063344535289531e2,-8.90019211276498510e1,1.08142851926908778e0
157,7.85000000000000031e-1,1.06973114315010704e2,-1.95977884544640574e2,-8.90047702296298695e1,1.08053650823243141e0
158,7.90000000000000036e-1,1.06365145755204466e2,-1.95368301301454039e2,-8.90031555462495731e1,1.07439541166873198e0
159,7.95000000000000040e-1,1.05287594755602427e2,-1.94283166390653662e2,-8.89955716350512347e1,1.06351105813739832e0
160,8.00000000000000044e-1,1.03886856705291692e2,-1.92868999815505731e2,-8.89821431102140394e1,1.04936218894234035e0
161,8.05000000000000049e-1,1.02410299464736937e2,-1.91373817776791356e2,-8.89635183120544184e1,1.03444746934077725e0
162,8.10000000000000053e-1,1.01167291270737763e2,-1.90113050368391015e2,-8.89457590976532515e1,1.02189183101755310e0
163,8.15000000000000058e-1,1.00431161864408310e2,-1.89369957105529522e2,-8.89387952411212126e1,1.01445618044856878e0
164,8.20000000000000062e-1,1.00315984524498830e2,-1.89262185671649917e2,-8.89462011471510863e1,1.01329277297473563e0
165,8.25000000000000067e-1,1.00718366779499490e2,-1.89681991235014834e2,-8.89636244555153439e1,1.01735724019696461e0
166,8.30000000000000071e-1,1.01378720766355599e2,-1.90361559760335780e2,-8.89828389939801809e1,1.02402748248844033e0
167,8.34999999999999964e-1,1.01995510036291250e2,-1.90993258352507439e2,-8.89977483162161889e1,1.03025767713425509e0
168,8.39999999999999969e-1,1.02311566549590083e2,-1.91318390947932272e2,-8.90068243983421894e1,1.03345016716757665e0
169,8.44999999999999973e-1,1.02159150906476782e2,-1.91167362260619257e2,-8.90082113541424746e1,1.03191061521693728e0
170,8.49999999999999978e-1,1.01475846591250217e2,-1.90479362856687146e2,-8.90035162654369287e1,1.02500855142676994e0
171,8.54999999999999982e-1,1.00307239445030092e2,-1.89300508739370571e2,-8.89932692943404788e1,1.01320443883868783e0
172,8.59999999999999987e-1,9.87893631511377635e1,-1.87769297127511550e2,-8.89799339763737862e1,9.97872355061997562e-1
173,8.64999999999999991e-1,9.71135991715777465e1,-1.86079515190756240e2,-8.89659160191784935e1,9.80945446177552971e-1
174,8.69999999999999996e-1,9.54919873667311947e1,-1.84444300773844589e2,-8.89523134071133939e1,9.64565528956880747e-1
175,8.75000000000000000e-1,9.41348957861418114e1,-1.83074291117025609e2,-8.89393953308837979e1,9.50857533193351645e-1
176,8.80000000000000004e-1,9.32416991204035952e1,-1.82169295774455151e2,-8.89275966540515554e1,9.41835344650541417e-1
177,8.85000000000000009e-1,9.29887731491898393e1,-1.81907309834459141e2,-8.89185366852693022e1,9.39280536860503390e-1
178,8.90000000000000013e-1,9.35046799714965573e1,-1.82418926584010535e2,-8.89142466125139777e1,9.44491716883803623e-1
179,8.95000000000000018e-1,9.48342230505607091e1,-1.83752590949442776e2,-8.89183678988820674e1,9.57921444955158630e-1
180,9.00000000000000022e-1,9.69011734312260415e1,-1.85832683436943910e2,-8.89315100057178682e1,9.78799731628545833e-1
181,9.05000000000000027e-1,9.94916181454704258e1,-1.88444411664172208e2,-8.89527935187017817e1,1.00496583985323662e0
182,9.10000000000000031e-1,1.02272405389883701e2,-1.91251494475326894e2,-8.89790890854431922e1,1.03305459989781512e0
183,9.15000000000000036e-1,1.04844128475095147e2,-1.93849850007937818e2,-8.90057215328426707e1,1.05903160075853675e0
184,9.20000000000000040e-1,1.06821485537104124e2,-1.95847718741633088e2,-8.90262332045289639e1,1.07900490441519326e0
185,9.25000000000000044e-1,1.07932095782406265e2,-1.96965129631194287e2,-8.90330338487880226e1,1.09022318972127530e0
186,9.30000000000000049e-1,1.08128411417834144e2,-1.97147069610449961e2,-8.90186581926158169e1,1.09220617593771863e0
187,9.35000000000000053e-1,1.07670581060406434e2,-1.96655838838009828e2,-8.89852577776033939e1,1.08758162687279225e0
188,9.40000000000000058e-1,1.07074380449379461e2,-1.96023632597041029e2,-8.89492521476615678e1,1.08155939847858051e0
189,9.45000000000000062e-1,1.06853487009208720e2,-1.95788865087692557e2,-8.89353780784838364e1,1.07932815160816897e0
190,9.50000000000000067e-1,1.07211025161690401e2,-1.96158091709668469e2,-8.89470665479780678e1,1.08293964809788279e0
191,9.55000000000000071e-1,1.07975681767048073e2,-1.96944375380543931e2,-8.89686936134958586e1,1.09066345219240479e0
192,9.59999999999999964e-1,1.08809484473563998e2,-1.97793594054495941e2,-8.89841095809319427e1,1.09908570175317166e0
193,9.64999999999999969e-1,1.09426479840547202e2,-1.98417578707321496e2,-8.89910988667742942e1,1.10531797818734545e0
194,9.69999999999999973e-1,1.09670029970410511e2,-1.98661144750623009e2,-8.89911147802124987e1,1.10777808050919702e0
195,9.74999999999999978e-1,1.09500400974884201e2,-1.98486375770473416e2,-8.89859747955892146e1,1.10606465631196160e0
196,9.79999999999999982e-1,1.08969876624385549e2,-1.97947359555770220e2,-8.89774829313846709e1,1.10070582448874288e0
197,9.84999999999999987e-1,1.08200341767926773e2,-1.97166510372326542e2,-8.89661686043997690e1,1.09293274513057348e0
198,9.89999999999999991e-1,1.07356158149309493e2,-1.96310824286236880e2,-8.89546661369273863e1,1.08440563787181299e0
199,9.94999999999999996e-1,1.06612396692030671e2,-1.95557222778017746e2,-8.89448260859870743e1,1.07689289587909776e0
200,1.00000000000000000e0,1.06123451812819994e2,-1.95061328479906194e2,-8.89378766670862007e1,1.07195405871535354e0
201,1.00500000000000012e0,1.06002230399219599e2,-1.94936014643551090e2,-8.89337842443314912e1,1.07072959999211714e0
202,1.01000000000000001e0,1.06311496324985981e2,-1.95244628283705282e2,-8.89331319587193008e1,1.07385349823218168e0
203,1.01500000000000012e0,1.07067045305956555e2,-1.96001440402153747e2,-8.89343950961971927e1,1.08148530612077320e0
204,1.02000000000000002e0,1.08248696315125969e2,-1.97185889591806102e2,-8.89371932766801336e1,1.09342117490026225e0
205,1.02499999999999991e0,1.09803499382320439e2,-1.98745737506176823e2,-8.89422381238563844e1,1.10912625638707518e0
206,1.03000000000000003e0,1.11643134509617283e2,-2.00592686554393225e2,-8.89495520447759418e1,1.12770842939007365e0
207,1.03499999999999992e0,1.13641531256476540e2,-2.02600972353706481e2,-8.89594410972299414e1,1.14789425511592458e0
208,1.04000000000000004e0,1.15634902110557761e2,-2.04606064095310785e2,-8.89711619847530244e1,1.16802931424805823e0
209,1.04499999999999993e0,1.17436441635920417e2,-2.06419201329853109e2,-8.89827596939326924e1,1.18622668319111524e0
210,1.05000000000000004e0,1.18860255469118314e2,-2.07853037137405778e2,-8.89927816682874635e1,1.20060864110220522e0
211,1.05499999999999994e0,1.19750276772167979e2,-2.08749419507294817e2,-8.89991427351268385e1,1.20959875527442406e0
212,1.06000000000000005e0,1.20006593021895910e2,-2.09008158616794987e2,-8.90015655948990769e1,1.21218780830197881e0
213,1.06499999999999995e0,1.19602309406541465e2,-2.08601253128740325e2,-8.89989437221988595e1,1.20810413541961070e0
214,1.07000000000000006e0,1.18588828590184605e2,-2.07581276052820442e2,-8.89924474626358375e1,1.19786695545641009e0
215,1.07499999999999996e0,1.17083580767247270e2,-2.06066714887310155e2,-8.89831341200628856e1,1.18266243199239662e0
216,1.08000000000000007e0,1.15245730275710869e2,-2.04218979784557689e2,-8.89732495088468198e1,1.16409828561324113e0
217,1.08499999999999996e0,1.13242416235308951e2,-2.02207657217580220e2,-8.89652409822712684e1,1.14386279025564597e0
218,1.09000000000000008e0,1.11216422419665037e2,-2.00176091570907431e2,-8.89596691512423945e1,1.12339820625924269e0
219,1.09499999999999997e0,1.09268544419384455e2,-1.98226006645054696e2,-8.89574622256702412e1,1.10372267090287335e0
220,1.10000000000000009e0,1.07449569745551514e2,-1.96408205955302748e2,-8.89586362097512335e1,1.08534918934900526e0
221,1.10499999999999998e0,1.05755014748677141e2,-1.94718937844927382e2,-8.89639230962502410e1,1.06823247220886008e0
222,1.11000000000000010e0,1.04126251229058823e2,-1.93097705246760796e2,-8.89714540177019728e1,1.05178031544503869e0
223,1.11499999999999999e0,1.02469110596378414e2,-1.91448300442211405e2,-8.89791898458329911e1,1.03504152117553949e0
224,1.12000000000000011e0,1.00689180628254533e2,-1.89673809244197116e2,-8.89846286159425830e1,1.01706243058842971e0
225,1.12500000000000000e0,9.87363426391635244e1,-1.87720737103856408e2,-8.89843944646928833e1,9.97336794334985122e-1
226,1.13000000000000012e0,9.66400855318095182e1,-1.85619036695239373e2,-8.89789511634298549e1,9.76162480119288078e-1
227,1.13500000000000001e0,9.45081873712440199e1,-1.83479431781540256e2,-8.89712444102962365e1,9.54628155265091149e-1
228,1.14000000000000012e0,9.24906657953636682e1,-1.81454566705316125e2,-8.89639009099524571e1,9.34249149448117877e-1
229,1.14500000000000002e0,9.07378172214853294e1,-1.79695951361507809e2,-8.89581341400224801e1,9.16543608297831658e-1
230,1.15000000000000013e0,8.93823813684214628e1,-1.78334635727728312e2,-8.89522543593068491e1,9.02852337054762200e-1
231,1.15500000000000003e0,8.85544169778930552e1,-1.77498676324609022e2,-8.89442593467159668e1,8.94489060382758105e-1
